index,repository,file_url,commit_count,commit_url
24,ThirtyDegreesRay/OpenHub,https://github.com/ThirtyDegreesRay/OpenHub/blob/c661b6f600838078ac315906aa0d1e6be3161e57/app/src/main/java/com/thirtydegreesray/openhub/util/AESEncrypting.java,460,"https://github.com/ThirtyDegreesRay/OpenHub/commit/feff8b7c8c04a683abbf06228bf160b0638c6118
"
38,wkeyuan/DWSurvey,https://github.com/wkeyuan/DWSurvey/blob/a1f341bc75decf7cdcbf45110947a9dd6ad7acf7/src/main/java/com/key/common/utils/security/CryptoUtils.java,136,"https://github.com/wkeyuan/DWSurvey/commit/c6f56d185febc74de9c4073d7e922edabf4da845
"
55,SeanDragon/protools,https://github.com/SeanDragon/protools/blob/bc9cf9e97fe36f93d4e0f07e240acccff939df88/security/src/main/java/pro/tools/security/ToolDES.java,254,"https://github.com/SeanDragon/protools/commit/2ae1f34bfd95075f43319ed70505fcc9caafa29b
"
55,SeanDragon/protools,https://github.com/SeanDragon/protools/blob/bc9cf9e97fe36f93d4e0f07e240acccff939df88/security/src/main/java/pro/tools/security/ToolDESede.java,254,"https://github.com/SeanDragon/protools/commit/2ae1f34bfd95075f43319ed70505fcc9caafa29b
"
55,SeanDragon/protools,https://github.com/SeanDragon/protools/blob/bc9cf9e97fe36f93d4e0f07e240acccff939df88/security/src/main/java/pro/tools/security/ToolPBE.java,254,"https://github.com/SeanDragon/protools/commit/2ae1f34bfd95075f43319ed70505fcc9caafa29b
"
44,PhilippC/keepass2android,https://github.com/PhilippC/keepass2android/blob/1f10558f1f9cb138deea3dcbab95815d23d2df16/src/java/JavaFileStorage/app/src/main/java/com/jcraft/jsch/jce/ARCFOUR.java,1055,"https://github.com/PhilippC/keepass2android/commit/00949b613500e5de21fb613a8774b032a109c2b1
"
44,PhilippC/keepass2android,https://github.com/PhilippC/keepass2android/blob/1f10558f1f9cb138deea3dcbab95815d23d2df16/src/java/JavaFileStorage/app/src/main/java/com/jcraft/jsch/jce/ARCFOUR128.java,1055,"https://github.com/PhilippC/keepass2android/commit/00949b613500e5de21fb613a8774b032a109c2b1
"
44,PhilippC/keepass2android,https://github.com/PhilippC/keepass2android/blob/1f10558f1f9cb138deea3dcbab95815d23d2df16/src/java/JavaFileStorage/app/src/main/java/com/jcraft/jsch/jce/ARCFOUR256.java,1055,"https://github.com/PhilippC/keepass2android/commit/00949b613500e5de21fb613a8774b032a109c2b1
"
55,SeanDragon/protools,https://github.com/SeanDragon/protools/blob/bc9cf9e97fe36f93d4e0f07e240acccff939df88/security/src/main/java/pro/tools/security/ToolAES.java,254,"https://github.com/SeanDragon/protools/commit/2ae1f34bfd95075f43319ed70505fcc9caafa29b
"
55,SeanDragon/protools,https://github.com/SeanDragon/protools/blob/bc9cf9e97fe36f93d4e0f07e240acccff939df88/security/src/main/java/pro/tools/security/ToolIDEA.java,254,"https://github.com/SeanDragon/protools/commit/2ae1f34bfd95075f43319ed70505fcc9caafa29b
"
